path,filename,modified,size,sha256,root
.,0072170,2020-08-08 15:06:27.812488,65.5KB,d3f3230ce98a51f32388df5d3b9feffc7bf02725481887d2d02aa2ddbaf2dd4b,GCT
.,0072387,2020-08-08 15:06:30.077559,105.5KB,5e868637718014509e852ee689b7c0aa200178f9f068942463861b1129cdf005,GCT
.,0079069,2020-08-08 15:07:19.105194,49.0KB,5a810915ce53b7e997567b25356e1dfd5946c68a6b8f39c695304a4a5126690d,GCT
.,0081690,2020-08-08 15:07:40.471199,66.0KB,b1c5567954eb32530408d8ee3a61945cd5be927f52297abcbb6308046a199ea7,GCT
.,0084697,2020-08-08 15:08:26.824341,49.5KB,51f7ca2da63d626b8d7872d004f32bbada0fa6bc8b7dd0b0ece0b591d9d06748,GCT
.,0631611,2020-08-08 16:29:16.461796,1.89KB,f910db14e8ad59d0126ead17024dc9435401803e86b1e9fdb42c51714d82cf14,GCT
