path,filename,modified,size,sha256,root
.,0402383,2020-08-08 15:54:54.958212,2991.5KB,bb2d3d1752fe98965d65c5cb873c4866da507ed34298b04dcd8208504be86e71,Nintendo
.,~$402383.doc,2020-08-10 06:22:56.582202,0.16KB,141aceb178a565436d6cf5a1f2daf1abd15d30cf1b314e02d97b9cbba4b7fc40,Nintendo
