path,filename,modified,size,sha256,root
CGB,TR_002028 (2).ban,2015-02-09 21:44:16.000011,326.31KB,ba800231c6dace2dc90dab083270f02600f258cde1a5d69b15d4a0b75b6520a5,TR_002028
CGB,TR_002028.ban,2015-02-09 21:44:16,326.31KB,ba800231c6dace2dc90dab083270f02600f258cde1a5d69b15d4a0b75b6520a5,TR_002028
