path,filename,modified,size,sha256,root
niscl\contents\system\systmp,checkDaemon.sh,2006-08-09 03:30:29,1.81KB,da4b2b8e09f9f389fe5a0d45a0605a4fd0baa6614dcd86ea0be3617e81919e69,system (2)
niscl\contents\system\systmp,ContentsLib.sh,2006-08-09 03:30:29,6.34KB,3007c1f186311c314c67d281265d64aa5f448534723e7d46b28973361037e7c8,system (2)
niscl\contents\system\systmp,cpTodayDataWl.sh,2006-08-09 03:30:29,2.67KB,73ebef0a4a7388705ebf49a9b6d2c92099b401483eeebe33b812a93a1132b2e2,system (2)
niscl\contents\system\systmp,gameinfosplitter,2006-08-09 03:30:29,120.0KB,0293c8a9bb1c7f3a10ad47f4381ff4c3883d2542dba3dbe7c785b87cd0e26c8e,system (2)
niscl\contents\system\systmp\nintendo,configdata.sh,2006-08-09 03:30:29,14.36KB,e4485fa928d9fa145e65039675f50ce04028aad883fd9688b4991f2e1b57f077,system (2)
